"business_product_id";"information_group";"discriminator";"changed_time";"deleted";"name";"street";"house_number";"box_number";"postal_code";"city_name";"main_city_name";"distance";"promotional_region";"x";"y";"lat";"long";"green_key_labeled";"accessibility_label";"closing_period";"next_year_closing_period";"phone1";"phone2";"phone3";"email";"website";"facebook";"twitter";"flickr";"instagram";"product_description";"link_to_accessibility_website";"accessibility_description";"entrance";"route_and_levels";"common_toilet";"experience_desc";"extra_facilities";"food_allergy";"allergies";"deaf";"auditive";"mental";"motor";"blind";"visual";"autism";"food_allergy_desc";"allergies_desc";"deaf_desc";"auditive_desc";"mental_desc";"motor_desc";"blind_desc";"visual_desc";"autism_desc"
"276699";"POINT_OF_INTEREST";"NATURE";"Aug 21 2018 01:55:01:370PM";"0";"Kruidtuin";"Kapucijnenvoer";"30";"";"3000";"Leuven";"Leuven";"";"kunststadLeuven";"172693.46";"174216.74";"50.87786184884318";"4.691198939801051";"";"";"";"";"+32 16 27 23 80";"";"";"toerisme@leuven.be";"www.visitleuven.be";"";"";"";"";"Vlot toegankelijk, voor wandelaars en rolstoelen. Honden niet toegelaten en fietsen niet toegestaan. ";"";"Vlot toegankelijk, voor wandelaars en rolstoelen. Honden niet toegelaten en fietsen niet toegestaan. ";"";"";"Er is een toegankelijk toilet.";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276526";"POINT_OF_INTEREST";"NATURE";"Mar 22 2017 02:13:47:357PM";"1";"Meerdaalwoud";"";"";"";"3050";"Oud-Heverlee";"Oud-Heverlee";"";"groeneGordel";"";"";"";"";"";"";"";"";"+32 16 38 89 80";"";"";"meerdaal.anb@lne.vlaanderen.be";"www.natuurenbos.be/meerdaalwoud-heverleebos";"";"";"";"";"Samen met het aansluitende Heverleebos is het Meerdaalwoud een van de grootste bosgebieden van Vlaanderen (bijna 2050 ha). Er leidt slechts één grote weg door het bos. Je kunt er dus heerlijk rondwandelen in volmaakte stilte en rust. Het Meerdaalwoud is vooral interessant om zijn diverse bomenbestand: inlandse eik, beuk, es, esdoorn, berk en grove den. De Speelberg is de ideale vertrekplaats voor een leuk, rolstoelvriendelijk bosuitstapje. Het boeiende pad van 5 km, dat start en eindigt aan de Speelberg, kan je met de rolstoel of met de buggy makkelijk bewandelen. Een wandelkaart (met aanduiding van het rolstoelvriendelijke pad) kan je hier downloaden: http://www.natuurenbos.be/~/media/Files/Domeinen/Vlaams-Brabant/meerdaal%20en%20heverlee.pdf.";"";"Samen met het aansluitende Heverleebos is het Meerdaalwoud een van de grootste bosgebieden van Vlaanderen (bijna 2050 ha). Er leidt slechts één grote weg door het bos. Je kunt er dus heerlijk rondwandelen in volmaakte stilte en rust. Het Meerdaalwoud is vooral interessant om zijn diverse bomenbestand: inlandse eik, beuk, es, esdoorn, berk en grove den. De Speelberg is de ideale vertrekplaats voor een leuk, rolstoelvriendelijk bosuitstapje. Het boeiende pad van 5 km, dat start en eindigt aan de Speelberg, kan je met de rolstoel of met de buggy makkelijk bewandelen. Een wandelkaart (met aanduiding van het rolstoelvriendelijke pad) kan je hier downloaden: http://www.natuurenbos.be/~/media/Files/Domeinen/Vlaams-Brabant/meerdaal%20en%20heverlee.pdf.";"";"";"";"";"";"";"0";"0";"";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";""
"378741";"POINT_OF_INTEREST";"NATURE";"Jul 16 2018 11:24:10:317AM";"0";"Melaan";"";"";"";"2800";"Mechelen";"Mechelen";"";"kunststadMechelen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Slenteren op de oever van de Melaan, elke Mechelaar houdt ervan. De Melaan, een vertakking van de Dijle, was een van de laatst zichtbare vlietjes in de stad en werd pas in 1913 gedempt. Tot in 2007. Dankzij het Europese project Water in Historic City Centers ligt de Melaan nu opnieuw open. Ga zitten op een van de vele bankjes en laat je blik op het water rusten. ";"Het pad langs de Melaan is goed toegankelijk. Misschien heb je even wat hulp nodig voor enkele hellingen aan het tweede deel.";"";"";"";"";"0";"0";"";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"298641";"POINT_OF_INTEREST";"NATURE";"Dec 11 2017 10:14:47:360AM";"0";"Minnewater";"Minnewater";"1";"";"8000";"Brugge";"Brugge";"";"kunststadBrugge";"70054.03";"210664.71";"51.20040612537258";"3.224988116642796";"";"";"";"";"";"";"";"";"";"";"";"";"";"In het zuiden van Brugge ligt het Minnewater, een klein rechthoekig meer omringd door bomen en het aangrenzende Minnewaterpark. Het tragische liefdesverhaal van Minna en haar geliefde Stromberg heeft gezorgd voor een populaire legende die verhaalt dat men eeuwige liefde zal kennen wanneer men met zijn haar geliefde over de Minnewaterbrug loopt. Het maakt van Minnewater een bijzonder romantische plaats. Geniet van de omgeving vanaf de Minnewaterbrug, een van de bankjes langs het meer of verken het rustige Minnewaterpark.";"";"De meeste straten en paden zijn hier goed berijdbaar en begaanbaar.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"276609";"POINT_OF_INTEREST";"NATURE";"Aug 20 2018 07:49:01:390AM";"0";"Minnewater";"";"";"";"8000";"Brugge";"Brugge";"";"kunststadBrugge";"70034.16";"210223.32";"51.1964491370601";"3.22473783249622";"";"";"";"";"";"";"";"";"https://www.visitbruges.be/nl/minnewater ";"";"";"";"";"In het zuiden van Brugge ligt het Minnewater,

een klein rechthoekig meer omringd door

bomen en het aangrenzende Minnewaterpark.

Het tragische liefdesverhaal van Minna

en haar geliefde Stromberg heeft gezorgd

voor een populaire legende die verhaalt dat

men eeuwige liefde zal kennen wanneer men

met zijn of haar geliefde over de Minnewaterbrug

loopt. Het maakt van Minnewater

een bijzonder romantische plaats. Geniet van

de omgeving vanaf de Minnewaterbrug, een

van de bankjes langs het meer of verken het

rustige Minnewaterpark.";"";"In het zuiden van Brugge ligt het Minnewater,

een klein rechthoekig meer omringd door

bomen en het aangrenzende Minnewaterpark.

Het tragische liefdesverhaal van Minna

en haar geliefde Stromberg heeft gezorgd

voor een populaire legende die verhaalt dat

men eeuwige liefde zal kennen wanneer men

met zijn of haar geliefde over de Minnewaterbrug

loopt. Het maakt van Minnewater

een bijzonder romantische plaats. Geniet van

de omgeving vanaf de Minnewaterbrug, een

van de bankjes langs het meer of verken het

rustige Minnewaterpark.";"De meeste straten

en paden zijn hier goed berijdbaar en

begaanbaar.";"";"";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276742";"POINT_OF_INTEREST";"NATURE";"Aug 17 2018 11:40:01:380AM";"0";"Nationaal Park Hoge Kempen";"Winterslagstraat";"87";"";"3600";"Genk";"Genk";"";"limburgseKempen";"229419.31";"184862.66";"50.9685751916434";"5.49943046859794";"";"";"";"";"+32 89 65 56 65";"";"";"info@nationaalpark.be";"www.nationaalpark.be";"";"";"";"";"Het Nationaal Park Hoge Kempen is het enige nationaal park van Vlaanderen. Reden te meer om deze groene long te ontdekken via één van de zes toegangspoorten die het park heeft. Je kan er naar hartenlust al wandelend, fietsend of te paard door het groen waden.";"";"Ook met een beperking kan je de natuurpracht van het Nationaal Park Hoge Kempen bewonderen.

Zo kan je aan de Mechelse Heide terecht op het Zandloperpad. Dit pad, aangepast aan de noden van rolstoelgebruikers, leidt je over 1,5 km door de voormalige zandgroeve. Onderweg worden de typische biotopen van het Nationaal Park aan je voorgesteld. Een vogelkijkwand, een vlonder en enkele extra fysieke uitdagingen maken deze tocht nog leuker. Daarnaast zijn ook enkele wandelingen in Kattevennen en Pietersheim geschikt voor een tocht met een rolstoel. Goed toegankelijke attracties en voorzieningen maken het plaatje compleet. Ook in Lieteberg, Station As en Connecterra vind je telkens een goed toegankelijk bezoekersonthaal waar je terecht kan voor meer informatie. Bepaalde attracties zijn ook toegankelijk voor rolstoelen zoals bijv. Entomopolis, het insectenmuseum in Lieteberg. Of reserveer een Ranger voor een ‘Natuurbeleving voor mensen met een beperking’! Het traject en de opdrachten binnen deze activiteit worden aangepast aan de specifieke noden van de deelnemers.";"";"";"";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276704";"POINT_OF_INTEREST";"NATURE";"Aug 27 2018 07:26:01:420AM";"0";"Natuurpunt";"Coxiestraat";"11";"";"2800";"Mechelen";"Mechelen";"";"kunststadMechelen";"158057.71";"189964.61";"51.01980836919122";"4.48360134143638";"";"";"";"";"+32 15 29 27 81";"";"";"stein.temmerman@natuurpunt.be";"http://www.natuurpunt.be/rolstoelgebruikers";"";"";"";"";"Natuurpunt stelt haar natuurgebieden in Vlaanderen zo veel mogelijk open voor rolstoelgebruikers. Niet alleen wandelroutes en -trajecten, maar ook sommige vogelkijkhutten werden aangepast. In het natuurgebied (Landschap De Liereman in Oud-Turnhout) waar de zandpaden niet geschikt zijn voor rolstoelen, is er een wombat-terreinrolstoel beschikbaar. Een uitgebreid overzicht van de toegankelijke paden en vogelkijkhutten vind je via bovenstaande link.";"www.natuurpunt.be/rolstoelgebruikers";"Natuurpunt stelt haar natuurgebieden in Vlaanderen zo veel mogelijk open voor rolstoelgebruikers. Niet alleen wandelroutes en -trajecten, maar ook sommige vogelkijkhutten werden aangepast. In het natuurgebied (Landschap De Liereman in Oud-Turnhout) waar de zandpaden niet geschikt zijn voor rolstoelen, is er een wombat-terreinrolstoel beschikbaar. Een uitgebreid overzicht van de toegankelijke paden en vogelkijkhutten vind je via bovenstaande link.";"";"";"";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276714";"POINT_OF_INTEREST";"NATURE";"Aug 20 2018 09:37:01:870AM";"0";"Natuurreservaat Molsbroek";"Molsbergenstraat";"1";"";"9160";"Lokeren";"Lokeren";"";"waasland";"125685.72";"199491.3";"51.10499062172018";"4.021629655212993";"";"";"";"";"+32 9 348 30 20";"";"";"info@vzwdurme.be";"http://www.vzwdurme.be/";"";"";"";"";"Doorheen het natuurreservaat het Molsbroek slingert een geasfalteerde wandeldijk van 4,5 km. Dit hoger gelegen pad is vrij toegankelijk en biedt de wandelaar een prachtig uitzicht op de uitgestrekte moerasvlakte met talrijke watervogels, de elzenbroeken, de rivierduinen, de rietvelden en de uitgestrekte vochtige graslanden. ";"";"Doorheen het natuurreservaat het Molsbroek slingert een geasfalteerde wandeldijk van 4,5 km. Dit hoger gelegen pad is vrij toegankelijk en biedt de wandelaar een prachtig uitzicht op de uitgestrekte moerasvlakte met talrijke watervogels, de elzenbroeken, de rivierduinen, de rietvelden en de uitgestrekte vochtige graslanden. ";"";"";"In het bezoekerscentrum Molsbroek kun je gratis gebruik maken van het toegankelijk toilet en kun je iets drinken.";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"298511";"POINT_OF_INTEREST";"NATURE";"Dec 11 2017 10:14:16:680AM";"0";"Provinciaal domein De Averegten";"Boonmarkt";"12";"";"2220";"Heist-op-den-Berg";"Heist-op-den-Berg";"";"antwerpseKempen";"173772.47";"197790.15";"51.08971495743881";"4.708065839193946";"";"";"";"";"+32 15 24 89 47";"";"";"info@averegten.provant.be";"http://www.averegten.be";"";"";"";"";"Gevarieerd wandelbos van 100 ha met 3 bewegwijzende wandelpaden. Het Averpad is verhard en rolwagenvriendelijk. Op het rode wandelpad zijn hoden aan de leiband toegelaten. Boerderijdieren, een plantentuin met inheemse wilde planten, speelbossen, een bijenhal, een blokhut voor natuureducatieve activiteiten, speeltuin en speelweiden. Taverne Het Boshuis ligt naast de fantastische speeltuin.";"";"Van de verschillende wandelpaden is de groene route (3,5 km) speciaal aangelegd voor rolstoelgebruikers, kinderwagens en joggers. Na een regenbui blijft dit verharde pad begaanbaar. De route is voorbehouden voor voetgangers. Aan de Blokhut bevinden zich 2 toegankelijke toiletten. Een aantal picknicktafels werd aangepast zodat mensen in een rolstoel comfortabel mee aan de tafel kunnen zitten. De aangepaste schommel in de speeltuin biedt ook veilig speelplezier voor kinderen met een handicap. Een bezoek aan de plantentuin is hier zeker de moeite waard. De tuin is aangenaam en prima toegankelijk voor rolstoelen. De verharde wegen in dolomiet zijn prima berijdbaar en goed bewegwijzerd.  Parkeren met een kaart kan op de parking aan de plantentuin (Boonmarkt 12). Deze parking is gelegen op 50 meter van taverne Het Boshuis. De taverne is, volgens de toeristische dienst, toegankelijk en tijdens schoolvakanties iedere dag geopend vanaf 12 u. Buiten de schoolvakanties kun je er terecht van woensdag tot en met zondag.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"276696";"POINT_OF_INTEREST";"NATURE";"Aug 24 2018 09:12:01:733AM";"0";"Provinciaal Domein De Palingbeek";"Palingbeekstraat";"";"";"8902";"Zillebeke";"Ieper";"";"westhoek";"48047.07";"168217.93";"50.8154703276663";"2.92195690838205";"";"";"";"";"+32 57 23 08 40";"";"";"bc.palingbeek@west-vlaanderen.be";"http://www.west-vlaanderen.be/kwaliteit/Leefomgeving/bezoekerscentra/palingbeek/Paginas/default.aspx";"";"";"";"";"De Palingbeek is een groot wandelgebied met goed toegankelijke paden. Een plannetje dat de rolstoeltoegankelijke paden aanduidt, kan je downloaden op de website of vragen aan de balie van het bezoekerscentrum (adres: Vaartstraat 7, 8902 Zillebeke).";"";"De Palingbeek is een groot wandelgebied met goed toegankelijke paden. Een plannetje dat de rolstoeltoegankelijke paden aanduidt, kan je downloaden op de website of vragen aan de balie van het bezoekerscentrum (adres: Vaartstraat 7, 8902 Zillebeke). ";"";"";"";"Er is ook een milieuboerderij met toegankelijke activiteiten, geschikt voor personen met een motorische of

verstandelijke beperking en voor dove, slechthorende, blinde en slechtziende deelnemers.";"";"0";"0";"1";"1";"1";"1";"1";"1";"0";"";"";"";"";"Bezoekers met een verstandelijke beperking kunnen hier op speurtocht gaan (niet geschikt voor rolstoelgebruikers).



Er is ook een milieuboerderij met toegankelijke activiteiten, geschikt voor personen met een motorische of

verstandelijke beperking en voor dove, slechthorende, blinde en slechtziende deelnemers.";"";"";"";""
"276697";"POINT_OF_INTEREST";"NATURE";"Aug 23 2018 12:18:03:580PM";"0";"Provinciaal Domein Sterrebos";"Sterrebosdreef";"";"";"8800";"Rumbeke";"Roeselare";"";"leieStreek";"63182.67";"180161.14";"50.9252715684562";"3.13388356511674";"";"";"";"";"+32 50 40 32 57";"";"";"johan.mahieu@west-vlaanderen.be";"www.west-vlaanderen.be/genieten/domeinen/Sterrebos";"";"";"";"";"Wandelen is mogelijk in het park en langs de kasteelvijver. ";"";"Wandelen is mogelijk in het park en langs de kasteelvijver. ";"";"De paden zijn goed toegankelijk.";"Er is een aangepast toilet aanwezig.";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276705";"POINT_OF_INTEREST";"NATURE";"Aug 24 2018 01:32:02:760PM";"0";"Provinciaal Groendomein De Averegten";"Boonmarkt";"4";"a";"2220";"Heist-op-den-Berg";"Heist-op-den-Berg";"";"antwerpseKempen";"173772.47";"197790.08";"51.08971432824568";"4.708065834611364";"";"";"";"";"+32 15 22 81 00";"";"";"averegten@provincieantwerpen.be";"www.provincieantwerpen.be  (zoek De Averegten)";"";"";"";"";"Van de verschillende wandelpaden is de groene route (3,3 km) speciaal aangelegd voor rolstoelgebruikers, kinderwagens en joggers. Na een regenbui blijft dit verharde pad begaanbaar. Een aantal picknicktafels werd aangepast zodat mensen in een rolstoel comfortabel mee aan tafel kunnen schuiven. Een bezoek aan de plantentuin is hier zeker de moeite waard. De tuin is aangenaam en prima toegankelijk voor rolstoelen. De verharde wegen in dolomiet zijn prima berijdbaar en goed bewegwijzerd. De Averegten is alle dagen vrij toegankelijk van zonsopgang tot zonsondergang. ";"";"Van de verschillende wandelpaden is de groene route (3,3 km) speciaal aangelegd voor rolstoelgebruikers, kinderwagens en joggers. Na een regenbui blijft dit verharde pad begaanbaar. Een aantal picknicktafels werd aangepast zodat mensen in een rolstoel comfortabel mee aan tafel kunnen schuiven. Een bezoek aan de plantentuin is hier zeker de moeite waard. De tuin is aangenaam en prima toegankelijk voor rolstoelen. De verharde wegen in dolomiet zijn prima berijdbaar en goed bewegwijzerd. De Averegten is alle dagen vrij toegankelijk van zonsopgang tot zonsondergang. ";"";"";"Aan de Blokhut (Boonmarkt 12) en in het nieuwe onthaalgebouw (Boonmarkt 4a) bevinden zich toegankelijke toiletten. ";"";"De taverne is toegankelijk en iedere dag geopend vanaf 10 u, meer info vind je op de website: boshuis-hallaar.be. Honden aan een leiband zijn toegelaten op de rode (3,3 km) en de oranje route (1,6 km).";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276760";"POINT_OF_INTEREST";"NATURE";"Aug 24 2018 01:38:03:017PM";"0";"Provinciaal Groendomein Hertberg";"Diestsebaan";"28";"";"2230";"Herselt";"Herselt";"";"antwerpseKempen";"189280.72";"194628.63";"51.06045093689536";"4.929060911100716";"";"";"";"";"+32 14 55 88 00";"";"";"hertberg@provincieantwerpen.be";"www.provincieantwerpen.be/hertberg of www.hertberg.be";"";"";"";"";"Sinds het in 2006 eigendom werd van het provinciebestuur van Antwerpen is domein Hertberg met zijn oppervlakte van 236 ha het grootste provinciale groendomein.

Het domein maakt deel uit van de voormalige de Merodebossen, een eindeloos gebied van bos en natuur. Gelegen op de overgang van Kempen en Hageland heeft het domein heel wat te bieden. Zo treffen we er bijvoorbeeld nog enkele ‘bergen’ aan en is het domein sinds 1775 ononderbroken bebost geweest, wat uniek is in Vlaanderen. Men kan er wandelen en fietsen. Er is ook een wandelknooppuntnetwerk 'De Merode' uitgewerkt. ";"";"Sinds het in 2006 eigendom werd van het provinciebestuur van Antwerpen is domein Hertberg met zijn oppervlakte van 236 ha het grootste provinciale groendomein.

Het domein maakt deel uit van de voormalige de Merodebossen, een eindeloos gebied van bos en natuur. Gelegen op de overgang van Kempen en Hageland heeft het domein heel wat te bieden. Zo treffen we er bijvoorbeeld nog enkele ‘bergen’ aan en is het domein sinds 1775 ononderbroken bebost geweest, wat uniek is in Vlaanderen. Men kan er wandelen en fietsen. Er is ook een wandelknooppuntnetwerk 'De Merode' uitgewerkt. ";"In het domein is tevens een in Vegecol verhard toegankelijkheidspad aangebracht voor bezoekers met een rolstoel. Dit pad is drie kilometer lang en is best bereikbaar vanaf de parking van taverne Mie Maan, Diestsebaan in Herselt.";"";"";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276753";"POINT_OF_INTEREST";"NATURE";"Aug 22 2018 12:03:03:167PM";"0";"Provinciaal Groendomein Prinsenpark";"Kastelsedijk";"5";"";"2470";"Retie";"Retie";"";"antwerpseKempen";"197298.27";"213949.94";"51.23351043152051";"5.045933621640261";"";"";"";"";"+32 14 37 91 74";"";"";"prinsenpark@provincieantwerpen.be";"http://www.provincieantwerpen.be zoeken naar Prinsenpark";"";"";"";"";"Voor wandelaars en rustzoekers is het 215 hectaren grote Prinsenpark een uitstekende bestemming. Het Prinsenpark ligt langs de rijksweg Retie - Geel (N118) en is vier kilometer verwijderd van de dorpskom van Retie. Binnen het domein liggen verschillende bewegwijzerde wandelpaden waaronder ook één dat geschikt is voor rolstoelgebruikers, namelijk de rode wandeling die 2,3 km lang is. Aan het onthaalgebouw bevindt zich een toegankelijk toilet. Het park beschikt over verschillende vijvers en een vogelkijkwand, wat het domein een absolute meerwaarde geeft. Tijdens de vogeltrekperioden kan je hier talrijke vogels waarnemen.
Er kunnen begeleide wandelingen voor groepen aangevraagd worden. Regelmatig organiseert het domein ook evenementen en wandelingen waaraan je individueel kan deelnemen, alle info vind je op de website.";"";"Voor wandelaars en rustzoekers is het 215 hectaren grote Prinsenpark een uitstekende bestemming. Het Prinsenpark ligt langs de rijksweg Retie - Geel (N118) en is vier kilometer verwijderd van de dorpskom van Retie. Binnen het domein liggen verschillende bewegwijzerde wandelpaden waaronder ook één dat geschikt is voor rolstoelgebruikers, namelijk de rode wandeling die 2,3 km lang is. Aan het onthaalgebouw bevindt zich een toegankelijk toilet. Het park beschikt over verschillende vijvers en een vogelkijkwand, wat het domein een absolute meerwaarde geeft. Tijdens de vogeltrekperioden kan je hier talrijke vogels waarnemen.
Er kunnen begeleide wandelingen voor groepen aangevraagd worden. Regelmatig organiseert het domein ook evenementen en wandelingen waaraan je individueel kan deelnemen, alle info vind je op de website.";"";"";"";"";"";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
"276743";"POINT_OF_INTEREST";"NATURE";"Aug 27 2018 07:34:01:287AM";"0";"Provinciedomein Het Vinne";"Ossenwegstraat";"70";"";"3440";"Zoutleeuw";"Zoutleeuw";"";"hageland";"203214.86";"170420.19";"50.84173831451914";"5.124282861411565";"";"";"";"";"+32 11 78 18 19";"";"";"provinciedomein.zoutleeuw@vlaamsbrabant.be";"http://www.vlaamsbrabant.be/zoutleeuw";"";"";"";"";"In het provinciedomein Het Vinne kun je langs de Sint-Odulphiusbeek een rolstoeltoegankelijk zintuigenbeleefpad van 800m volgen, waarbij je al je zintuigen benut om te genieten van de natuurpracht. De fietsverhuurder biedt enkele fietsen aan voor mensen met een beperking: een rolstoelfiets, een duofiets, tandems en lage opstapfietsen. Bovendien werden er ook toegankelijke fietsroutes uitgestippeld die vertrekken vanop het domein. De fietsen kan je best vooraf reserveren via mail of telefoon. Je kunt ook een bezoek brengen aan de rolstoeltoegankelijke kruidentuin of een aangepaste kruidenactiviteit met gids boeken. Om iedereen de kans te geven om bij  te leren en van Het Vinne te genieten, passen de Vinnemedewerkers (in overleg met de aanvragers) hun bestaande educatieve activiteiten zo goed mogelijk aan, aan de noden van de doelgroep.";"";"In het provinciedomein Het Vinne kun je langs de Sint-Odulphiusbeek een rolstoeltoegankelijk

zintuigenbeleefpad van 800m volgen, waarbij je al je zintuigen benut om te genieten van de

natuurpracht. De fietsverhuurder biedt enkele fietsen aan voor mensen met een beperking: een

rolstoelfiets, een duofiets, tandems en lage opstapfietsen. Bovendien werden er ook toegankelijke fietsroutes uitgestippeld die vertrekken vanop het domein. De fietsen kan je best vooraf reserveren via mail of telefoon. Je kunt ook een bezoek brengen aan de rolstoeltoegankelijke kruidentuin of een aangepaste kruidenactiviteit met gids boeken. Om iedereen de kans te geven om bij  te leren en van Het Vinne te genieten, passen de Vinnemedewerkers (in overleg met de aanvragers) hun bestaande educatieve activiteiten zo goed mogelijk aan, aan de noden van de doelgroep.";"";"";"";"Voor de wandelingen rond het meer zijn er 3 alle terrein rolstoelen beschikbaar. ";"";"0";"0";"1";"0";"1";"1";"1";"1";"0";"";"";"";"";"";"";"In het bezoekerscentrum zijn reliëfplannen ter beschikking waar blinden en slechtzienden een idee kunnen krijgen van de verschillende biotopen en de waterhuishouding in Het Vinne. ";"In het bezoekerscentrum zijn reliëfplannen ter beschikking waar blinden en slechtzienden een idee kunnen krijgen van de verschillende biotopen en de waterhuishouding in Het Vinne. ";""
"378730";"POINT_OF_INTEREST";"NATURE";"Jul 16 2018 11:24:03:023AM";"0";"Rik Wouterstuin";"Befferstraat";"";"";"2800";"Mechelen";"Mechelen";"";"kunststadMechelen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"De Rik Wouterstuin, een kleine stadstuin, is een ode aan deze Mechelse kunstenaar. Je komt er tot rust langs het weer opengelegde vlietje. Een bronzen borstbeeld van de kunstenaar heeft hier een plaatsje gekregen en Gijs Vanhee maakte een opvallende muurschildering. Die is geïnspireerd op Wouters’ bekende beeld Zot geweld. De locatie van de tuin, die je bereikt langs de Befferstraat of de Rik Wouters-straat, is geen toeval: in die laatste straat woonde de kunstenaar tien jaar bij zijn ouders (huisnummers 41-43).";"De Rik Wouterstuin is vlot drempelloos toegankelijk via goede paden.";"";"";"";"";"0";"0";"";"0";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";""
